2019-02-15 210,2
2019-02-15 215,2
2019-02-15 220,2
2019-02-15 225,2
2019-02-15 230,2
2019-02-15 235,2
2019-02-16 000,2
2019-02-16 005,2
2019-02-16 010,2
2019-02-16 015,2
2019-02-16 020,2
2019-02-16 025,2
2019-02-16 030,2
2019-02-16 035,2
2019-02-16 040,2
2019-02-16 045,2
2019-02-16 050,2
2019-02-16 055,2
2019-02-16 060,2
2019-02-16 065,2
2019-02-16 070,2
2019-02-16 075,2
2019-02-16 080,2
2019-02-16 085,2
2019-02-16 090,2
2019-02-16 095,2
2019-02-16 100,2
2019-02-16 105,2
2019-02-16 110,2
2019-02-16 115,2
2019-02-16 120,2
2019-02-16 125,2
2019-02-16 130,2
2019-02-16 135,2
2019-02-16 140,2
2019-02-16 145,2
2019-02-16 150,2
2019-02-16 155,2
2019-02-16 160,2
2019-02-16 165,2
2019-02-16 170,2
2019-02-16 175,22
2019-02-16 180,22
2019-02-16 185,22
2019-02-16 190,22
2019-02-16 195,22
2019-02-16 200,22
2019-02-16 205,22
2019-02-16 210,23
2019-02-16 215,23
2019-02-16 220,23
2019-02-16 225,23
2019-02-16 230,23
2019-02-16 235,23
2019-02-17 000,2
2019-02-17 005,2
2019-02-17 010,2
2019-02-17 015,2
2019-02-17 020,2
2019-02-17 025,2
2019-02-17 030,2
2019-02-17 035,2
2019-02-17 040,2
2019-02-17 045,2
2019-02-17 050,2
2019-02-17 055,2
2019-02-17 060,2
2019-02-17 065,2
2019-02-17 070,2
2019-02-17 075,2
2019-02-17 080,2
2019-02-17 085,2
2019-02-17 090,2
2019-02-17 095,2
2019-02-17 100,2
2019-02-17 105,2
2019-02-17 110,2
2019-02-17 115,2
2019-02-17 120,2
2019-02-17 125,2
2019-02-17 130,2
2019-02-17 135,2
2019-02-17 140,2
2019-02-17 145,2
2019-02-17 150,22
2019-02-17 155,22
2019-02-17 160,22
2019-02-17 165,22
2019-02-17 170,22
2019-02-17 175,22
2019-02-17 180,22
2019-02-17 185,22
2019-02-17 190,22
2019-02-17 195,22
2019-02-17 200,22
2019-02-17 205,22
2019-02-17 210,22
2019-02-17 215,22
2019-02-17 220,22
2019-02-17 225,22
2019-02-17 230,22
2019-02-17 235,22
2019-02-18 000,22
2019-02-18 005,22
2019-02-18 010,22
2019-02-18 015,22
2019-02-18 020,22
2019-02-18 025,22
2019-02-18 030,22
2019-02-18 035,22
2019-02-18 040,22
2019-02-18 045,22
2019-02-18 050,22
2019-02-18 055,22
2019-02-18 060,22
2019-02-18 065,22
2019-02-18 070,22
2019-02-18 075,22
2019-02-18 080,22
2019-02-18 085,22
2019-02-18 090,22
2019-02-18 095,22
2019-02-18 100,22
2019-02-18 105,22
2019-02-18 110,22
2019-02-18 115,22
2019-02-18 120,22
2019-02-18 125,22
2019-02-18 130,22
2019-02-18 135,22
2019-02-18 140,22
2019-02-18 145,22
2019-02-18 150,22
2019-02-18 155,22
2019-02-18 160,22
2019-02-18 165,22
2019-02-18 170,22
2019-02-18 175,22
2019-02-18 180,22
2019-02-18 185,22
2019-02-18 190,22
2019-02-18 195,22
2019-02-18 200,22
2019-02-18 205,22
2019-02-18 210,2
2019-02-18 215,2
2019-02-18 220,2
2019-02-18 225,2
2019-02-18 230,2
2019-02-18 235,0
2019-02-19 000,0
2019-02-19 005,2
2019-02-19 010,2
2019-02-19 015,2
2019-02-19 020,2
2019-02-19 025,2
2019-02-19 030,2
2019-02-19 035,2
2019-02-19 040,2
2019-02-19 045,2
2019-02-19 050,2
2019-02-19 055,2
2019-02-19 060,2
2019-02-19 065,2
2019-02-19 070,2
2019-02-19 075,2
2019-02-19 080,2
2019-02-19 085,2
2019-02-19 090,2
2019-02-19 095,0
2019-02-19 100,0
2019-02-19 105,0
2019-02-19 110,0
2019-02-19 115,0
2019-02-19 120,0
2019-02-19 125,0
2019-02-19 130,0
2019-02-19 135,0
2019-02-19 140,0
2019-02-19 145,0
2019-02-19 150,0
2019-02-19 155,0
2019-02-19 160,0
2019-02-19 165,0
2019-02-19 170,0
2019-02-19 175,0
2019-02-19 180,0
2019-02-19 185,2
2019-02-19 190,2
2019-02-19 195,2
2019-02-19 200,2
2019-02-19 205,2
2019-02-19 210,2
2019-02-19 215,2
2019-02-19 220,2
2019-02-19 225,2
2019-02-19 230,2
2019-02-19 235,2
